N,P,K,temperature,humidity,ph,rainfall,label
100.6262068,87.50602085,49.25581832,26.6900375,76.81759348,6.026620804,108.3770071,banana
100.1484261,72.56272519,53.11133433,27.4438133,80.43521693,5.885625803,99.7443544,banana
82.92922469,81.99192853,53.17281331,28.71812726,79.25931238,6.053505682,96.33154979,banana
107.2751614,84.439902,51.63248883,28.925478,78.61470517,5.619403442,102.8195187,banana
99.10013933,90.089848,47.45444318,28.37746041,76.65291426,6.132816467,97.98172531,banana
101.3820546,88.86351538,51.69753545,27.91918506,81.56616295,5.871081592,109.5634702,banana
107.0217527,84.83700975,51.50075663,27.12938735,80.4504132,6.135309244,99.50857109,banana
91.91106357,79.5573505,51.01684788,27.9220921,80.11748967,5.965630793,97.22642724,banana
89.8310537,79.63596921,49.73130626,27.01365346,80.03421685,5.62513574,113.1344347,banana
99.66639048,91.29205339,51.99518635,26.1173323,83.59062311,5.886992654,108.8525208,banana
98.46452532,91.50637077,54.84720828,28.00218847,82.77857676,6.108873644,98.8275087,banana
103.1956647,87.32933378,52.18245387,28.54771505,78.99521425,5.906828064,99.49233341,banana
105.2408783,86.25769184,53.80619036,27.59790586,83.00622647,5.895512739,110.3895559,banana
95.08769915,82.45519014,50.68324086,28.02988862,77.63574815,5.926277824,102.8550158,banana
116.9102938,84.0479806,48.73535241,27.81638632,80.3298411,5.913644711,101.5784233,banana
93.66352748,82.4635881,52.6100891,27.84766773,78.93596145,6.327545584,100.4857803,banana
104.3009556,79.66207428,52.85581819,27.22212407,77.18696313,5.811457353,111.1254447,banana
103.2312487,82.55833037,49.88427092,27.85469388,79.70014222,6.15688288,104.6659405,banana
89.75614716,93.07822813,49.03123524,26.93708683,78.43833316,6.261877257,100.7525744,banana
86.09673466,86.08072245,52.7108612,25.47733354,83.16244399,5.759454075,102.3012096,banana
95.90317165,93.05423014,48.91511973,26.82285993,79.23930564,6.111049047,115.9710199,banana
104.8748065,79.65010847,45.04848454,27.6485966,79.772913,6.463729068,102.4154549,banana
107.9576092,82.87801864,47.94559068,26.45612938,76.68420373,5.696162433,102.8279686,banana
113.3880846,83.09928853,50.8573713,28.05385679,80.01777392,6.053174821,112.9692116,banana
104.1988078,86.54234485,52.82419181,27.44452695,78.06516461,6.157054788,112.628003,banana
108.8999656,83.46028584,52.83740641,27.14387346,79.9984896,5.937848011,106.6340686,banana
99.35869387,75.70747575,48.61204265,25.53313515,82.32683244,6.176400739,96.02469084,banana
84.76631718,75.46867663,49.1925365,27.13956699,79.77629693,6.137947281,100.8278689,banana
107.705535,79.17620278,50.0522397,27.22315236,80.51895537,6.121602325,110.3342111,banana
96.05916446,79.89415096,46.9061105,28.46387645,81.49217562,6.115760814,97.37136602,banana
110.0541943,78.78791603,49.84153294,28.2772805,79.22676941,5.871741261,91.8938247,banana
107.4913127,76.69620663,49.68082679,25.86901651,79.92053162,6.010503492,95.6402826,banana
100.0697284,86.26316837,48.19471328,27.30556231,80.5248222,5.729047605,98.55348795,banana
96.16408504,80.50280946,47.24162519,27.34544631,80.39159988,5.696084286,107.8979316,banana
103.0834523,90.24194033,47.6208513,27.26237263,81.90406396,5.872042275,109.6371884,banana
93.9867647,84.14736714,50.84340884,27.18964855,80.90000604,6.332105159,94.55293986,banana
101.1447398,77.33786455,45.54562292,25.4949502,79.9875545,5.985857193,117.1337471,banana
95.60390569,76.2204528,48.34500925,27.25976018,81.33651088,5.799299511,111.6316026,banana
94.03417733,87.91431879,50.71717409,28.18191195,78.04507858,5.702816324,102.4313764,banana
115.1915961,76.45934334,50.04544102,27.4953762,81.47550771,6.171947211,99.56152983,banana
113.5413494,86.2526922,52.18159645,26.54239455,81.21104235,6.046336832,111.8505976,banana
112.7968941,75.73174996,52.09246571,27.2766963,82.28729271,6.130212692,110.5052959,banana
108.6355607,78.85506348,52.27091635,26.98465892,80.49311404,5.883216873,117.766963,banana
97.19667622,80.39259569,49.70875114,27.77416691,80.60569058,6.323597736,113.7876349,banana
81.59749269,89.58515117,47.9846401,27.64600177,81.76091515,6.163793808,107.1015715,banana
100.9573332,75.25086459,50.0029282,26.08588971,77.61021561,5.888448046,110.3851697,banana
99.53727223,87.35601396,50.32432671,29.09306909,80.32409772,5.955955109,106.2400725,banana
108.0926461,81.87936675,49.10111919,27.49364189,78.50801001,5.974621396,106.1104387,banana
103.4555518,88.88233971,50.39183694,29.54243964,81.8578624,5.752647493,103.5613935,banana
91.07110517,84.50468047,48.32528635,25.94856899,84.72524409,5.868762015,103.7906125,banana
101.9905794,77.48443543,52.43805772,26.69364433,80.96848339,5.796770892,111.2370337,banana
94.76247952,78.58715031,50.31963119,26.02244508,80.22527718,5.807722741,113.3930645,banana
88.36563441,91.75417518,50.31798352,26.66883013,78.4158815,5.612331265,101.8873565,banana
114.6487413,85.86013371,49.23100161,27.73655789,79.98532594,5.947175199,109.135328,banana
102.7135236,73.4426009,45.42894738,27.30183348,80.26343193,6.040495208,96.01312244,banana
107.8807654,85.5469555,52.4014486,27.67994018,82.16159841,6.091909218,95.21686759,banana
91.95539457,81.59730936,50.8739904,27.4675299,81.08362613,6.121075022,103.4705472,banana
101.1638216,84.6639167,50.71576609,26.6959844,77.9898031,5.918065236,103.0724528,banana
100.5941774,76.06902602,46.91762633,27.61358605,82.29083269,5.840538089,102.9808557,banana
100.2280112,73.46829326,52.9501507,28.79207688,82.67701033,6.007259172,112.6320715,banana
90.46146326,93.62530219,47.62614471,26.24085893,79.35035034,6.38871394,106.7695071,banana
94.37956192,73.27413558,53.67368174,26.56897348,83.75594888,5.873515934,110.6298461,banana
93.78912717,86.24289343,45.60049234,27.36672294,81.69616435,5.873506505,102.177628,banana
115.3916368,85.09429555,50.6731964,26.55787284,82.53971483,5.823247958,108.3061655,banana
107.8845611,83.14621199,52.34574782,27.6179264,76.90182957,6.137287594,111.5628252,banana
104.4601461,76.85907865,50.48821983,26.61735489,79.63082323,5.80908221,108.1840133,banana
95.80935878,78.78227291,54.91742874,26.98709237,78.54452431,5.974987582,100.0152563,banana
95.09168206,81.56597261,48.36811508,28.32425523,82.96537021,5.988673097,105.3795182,banana
99.2576996,78.79999382,49.5314778,27.94772011,78.82047686,5.968251121,107.7840421,banana
99.67762437,84.06747545,50.7864533,27.90583794,80.97761649,6.038034618,104.3406912,banana
99.39816046,77.88930563,50.5370077,26.32665565,80.25664557,5.921846936,104.9718307,banana
92.46848477,81.2229282,45.18781385,28.39070729,78.82981556,5.863464824,93.75269853,banana
99.74065043,84.79730308,51.47680747,27.43744069,81.67926936,5.87714291,110.3500649,banana
110.3364244,85.97350503,50.40447892,27.56547131,78.71599329,6.145061374,114.6932808,banana
105.0564856,76.13615399,46.05143417,25.54783617,83.10225498,6.034753586,92.84187225,banana
95.33021562,85.99173083,52.42978377,26.3490146,83.51716756,5.931035249,104.9173687,banana
101.8271913,80.84644183,51.4969765,25.50059691,82.87601632,6.285148578,92.09343796,banana
103.8624058,85.74651141,54.18604841,29.03778593,79.85367154,5.740209822,102.8872968,banana
103.6094158,75.26526943,45.71581522,27.32333021,79.22373162,5.71184888,106.0178321,banana
99.42647362,86.16863482,49.49828354,27.22807295,82.13483712,5.966425735,98.57788377,banana
98.19388479,88.64224703,53.37715842,25.7641165,80.87360818,6.12307082,103.1888588,banana
95.71139838,82.459698,53.99319645,26.88440823,77.11465979,6.190640532,92.32572487,banana
111.8354829,80.9931542,49.11091875,25.86615911,80.28006982,6.029539012,104.8112731,banana
93.18993164,84.99431299,47.9426953,27.37622816,78.93079106,5.927049932,100.4047569,banana
100.2918135,91.0009127,48.63264311,27.75009623,80.21383843,6.104114721,111.9676032,banana
88.98405506,79.74841901,48.71740293,28.94359276,81.29820705,5.934023322,99.75750733,banana
90.2313394,79.49805655,53.94900367,26.60044643,83.51350226,5.842802333,105.1847805,banana
104.5714916,87.26573033,51.97542927,26.83807936,79.81923592,6.07135891,101.4867719,banana
99.24787455,76.84848967,46.97807676,28.06925462,81.79351163,6.10496075,94.0156506,banana
94.57734268,74.09325528,50.12292435,27.63436476,81.81752285,6.315238668,94.04800057,banana
100.9829258,76.19224826,50.74997437,25.73946105,79.81995488,5.854201126,102.3947994,banana
104.9144281,84.08842421,48.08873115,27.37953403,83.75559109,5.757457578,101.9568577,banana
102.26721,75.88074669,49.20682673,27.51260157,80.97619208,5.905844446,102.7235392,banana
111.7384799,82.21242675,49.71214114,28.02639991,79.65651618,5.95196144,102.0789045,banana
108.544344,89.46333929,45.21554317,26.10697316,80.9987121,5.8739777,102.6034278,banana
99.47014543,80.31122584,48.52751055,29.12299129,79.38100994,6.224126458,99.25260933,banana
108.9674195,81.00176319,48.07202626,27.54708626,78.21991242,5.831000887,107.687384,banana
98.81255041,88.42050417,49.28942527,25.2543609,80.12391032,5.851125647,102.2374594,banana
90.6236782,86.44652226,50.13631602,28.24499807,83.80363508,6.074549255,106.990302,banana
97.27730711,88.04621721,49.51227146,27.91844047,82.85189295,6.256311795,98.24074336,banana
93.89170179,85.27132434,49.16763869,27.87468888,78.70021758,6.120686124,110.978074,banana
109.2784838,76.9822889,50.63502459,27.67670597,80.87257843,5.76727225,102.6768737,banana
90.21265786,82.55782482,53.83325853,28.25129652,79.37377743,6.107057339,97.61534369,banana
112.541333,84.40613652,51.18824925,29.24510931,78.49184903,5.534249433,106.6554894,banana
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,mango
25,22,25,33.56150184,45.53556603,5.977413803,95.70525913,mango
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,mango
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,mango
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,mango
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,mango
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,mango
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,mango
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,mango
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,mango
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,mango
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,mango
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,mango
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,mango
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,mango
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,mango
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,mango
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,mango
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,mango
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,mango
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,mango
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,mango
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,mango
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,mango
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,mango
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,mango
13.00466027,36.89974106,30.02640702,31.00350952,47.92561917,5.495319212,91.24093764,mango
29.51165749,27.04249881,30.95284138,32.25597331,51.17220989,4.985055007,97.62220792,mango
19.58956143,33.55818767,28.29906445,28.16608349,48.60297422,6.07150834,94.72109709,mango
19.98211605,22.59390704,27.23495275,31.84959373,47.22623938,5.96098378,94.86244732,mango
9.880547314,25.85911408,29.26549423,35.45892418,52.38761155,6.405213485,92.31623318,mango
24.12909461,20.59336952,32.39661506,31.94344117,49.28219111,5.504473798,95.07484826,mango
27.63953985,23.75831044,31.34414699,32.0760548,52.69852121,5.710800297,96.86957599,mango
30.24147152,17.63825126,28.15512549,29.79119518,47.52282667,5.686369957,94.42565863,mango
19.43443808,33.62481702,31.53622371,35.69084622,51.16878042,5.791619627,93.82148804,mango
27.78986272,24.24615461,29.1252756,30.06163252,51.03771836,5.408062645,95.65702987,mango
25.37627962,21.9068222,28.57630666,28.25749817,52.12216093,5.207765393,95.86960584,mango
19.2156743,30.52781289,29.34906272,32.41906163,49.92039196,5.405665231,96.25329101,mango
32.36732188,28.28068031,31.31165599,29.14754428,51.22519704,6.479681269,96.34557817,mango
15.59483014,33.84551048,27.00355702,28.92097924,49.83576019,5.953361034,90.14308552,mango
13.05396211,21.5332699,30.90685106,28.19271153,52.50720982,6.232181564,92.96074842,mango
5.904003911,21.66670872,30.45363787,32.8476142,50.79735816,5.929206896,96.81128151,mango
35.59405002,35.17380736,31.4879975,30.7989656,47.46309776,5.46337568,92.51021763,mango
16.41045352,30.98056535,29.92491585,33.15868766,51.82120171,6.145337057,94.31301576,mango
19.64547131,22.80082903,29.76307539,32.28642111,51.71908087,5.860501976,92.61850573,mango
32.94058733,21.7135324,34.81051867,33.64042223,52.79329288,5.520384227,96.66265254,mango
8.830752612,25.91163704,26.8452786,29.64811998,50.6174906,5.975732013,99.2379293,mango
27.49048039,31.62439691,30.02525184,29.42567984,51.08820735,5.733458076,97.53168362,mango
24.49768829,23.97010873,29.72125207,32.43945016,52.86416101,6.130352869,96.90292402,mango
19.52195167,33.03114805,30.04280397,31.31444308,50.24950227,5.572284258,97.34141671,mango
28.49793633,21.38817399,29.91127402,29.46716017,49.26570332,5.318025599,94.29905441,mango
15.04360197,33.5666843,28.41407068,31.22657977,48.79829379,4.724596438,92.37305299,mango
28.09710276,20.19749873,29.49159141,33.88216921,49.10363093,5.684930333,93.58184771,mango
18.71578904,28.61597592,30.16972345,32.39818235,52.22740187,5.78744337,93.26161645,mango
23.97375763,33.69436801,29.49029834,31.35953745,47.78584107,5.155009591,94.09497897,mango
23.43482739,17.07177087,26.89563961,31.60287847,50.55219994,5.493605061,93.96746509,mango
20.6321696,31.11978614,29.2819643,29.12255964,49.59004342,6.195005277,99.16887531,mango
25.53444193,24.11346176,30.94778302,30.70049874,49.23966088,6.73446604,96.31011465,mango
20.23109104,24.48073717,27.15535751,34.97896111,49.3391199,6.049762376,98.42585957,mango
13.99097832,27.4969056,29.21391019,33.1310957,45.14167128,5.735960838,95.92507361,mango
10.7408036,20.98470361,29.37128821,33.87847152,50.56119592,4.913397051,95.3932425,mango
5.644527961,27.99283297,29.16394788,30.31422383,49.82185948,6.031170891,93.009522,mango
16.91450654,28.89857982,30.51869202,30.72776622,48.33473721,5.814565941,95.84174923,mango
31.56916242,23.66598848,28.42100994,31.87812283,48.68137113,5.445088306,97.05000613,mango
8.048287243,39.25438793,27.88231986,28.41478812,50.70070038,6.07757714,95.44707275,mango
9.996325922,25.14668936,31.56728653,30.43914186,48.23077467,5.911678417,99.0319282,mango
10.18149781,34.26939012,30.81978862,30.16313455,52.03419561,5.255956531,92.13148227,mango
24.49141654,29.31177869,31.7822889,33.51480582,51.74533049,6.770712669,90.26329598,mango
30.01720679,37.49866882,29.25632583,34.23864987,47.23951331,6.318099694,94.49964855,mango
10.89978371,29.69002762,30.64598237,30.10078307,51.77721264,5.627426429,93.74803926,mango
28.22212297,28.80330849,26.53316582,29.44112427,47.58519108,5.572146367,94.75049579,mango
24.18311779,27.47917628,32.97665694,29.73921811,49.53214045,6.346440775,92.56288794,mango
34.85302958,21.45474302,28.9374761,27.85893504,49.80716269,5.40528686,94.19490916,mango
7.012580596,17.5884174,27.34047419,34.02845731,49.55919485,6.372302435,92.08710259,mango
35.10664309,21.71760532,29.88868028,31.68067335,49.80800245,6.733592181,92.81544175,mango
7.203036973,21.47443741,27.50390394,29.08146652,53.98401845,6.386903774,96.1666513,mango
32.86630965,33.8635533,26.95440094,32.30467322,50.46649936,5.064234511,94.59300846,mango
11.7847775,30.91738629,29.28958322,33.67610879,48.82195945,5.517189427,92.9627225,mango
25.9217265,32.60639125,28.76113417,28.79159018,49.67732348,5.767611363,90.73592031,mango
13.80231057,28.33430956,28.09740547,31.14804753,49.914556,5.077370483,91.45376414,mango
25.12761323,29.54804439,26.91919552,32.25013588,50.31808831,6.747304528,93.85420116,mango
14.9918718,27.18204922,33.7321354,31.86829018,54.62266793,5.799603776,98.76044964,mango
18.82463946,20.83198576,27.14123577,30.20932751,50.1150569,5.675333035,95.73183316,mango
15.64352484,23.80331861,28.09497476,30.09110631,48.99410558,5.219713412,98.53943185,mango
21.24806173,33.21206432,29.4817334,30.72615475,51.92743762,6.558729449,94.33172178,mango
19.81124667,28.99929388,28.75325638,29.36875612,53.33352072,6.486401341,91.58993079,mango
16.48780911,21.99716036,26.116582,28.74981535,47.17043792,4.975878931,92.94257289,mango
20.00514919,31.31815051,31.56827604,29.93674441,46.98130944,6.046282699,94.22412091,mango
12.35941783,34.7018223,31.36818147,32.64915389,46.74059023,5.75250914,93.36692416,mango
4.629017616,29.08733129,33.80781264,30.44993947,52.85758262,6.467343062,93.8476196,mango
28.62221082,30.27523979,25.59188438,32.75013844,45.97325174,6.697391901,95.81509419,mango
26.27938536,32.00344576,29.31693962,27.84777687,52.78990559,6.129280003,92.23767664,mango
14.46095179,19.27511331,30.07536334,31.30166519,50.02048406,5.923435965,92.89299967,mango
11.16452892,32.98852723,30.07759995,30.54314703,47.05162516,5.533448892,92.39274678,mango
27.58288768,27.13923442,31.31753948,30.11896436,49.96614927,5.753053475,91.33196366,mango
18.08989148,25.77134468,28.93305516,34.32023905,51.38564318,6.765269389,94.89314991,mango
24.09970778,26.36112947,27.74776202,30.11886332,50.12602237,5.88559848,90.60788222,mango
11.98417206,22.66109793,29.74252941,31.60115834,52.19071591,5.381333839,93.50015958,mango
25.09126977,26.85899081,28.21949397,29.33612357,49.52643817,4.890202885,94.329685,mango
9.220164179,31.12298845,27.81072374,33.3190577,50.04311259,5.552611695,97.31356561,mango
24.33918708,30.52603335,32.01182352,29.99505965,51.5678096,6.201257518,89.97636754,mango
26.5048002,35.94815808,31.01615096,32.02335589,50.90493186,5.778425784,95.75206951,mango
23.66178565,21.19328689,33.374566,32.11001951,48.16115221,4.796672281,93.85712526,mango
31.99643305,19.00038998,32.09688326,29.29750863,50.13911589,6.453903986,91.90613473,mango
25.07391984,27.40364366,32.17938185,30.84095125,49.43273574,5.887171814,92.49756102,mango
5.165757776,22.41463073,28.77788962,35.36133766,49.22633525,6.245910394,96.33687488,mango
3.362493959,25.20641148,29.66677132,28.93818152,51.63431929,5.546590523,94.26040562,mango
3.392061098,34.57757398,28.24900216,31.77897764,51.8008306,6.360570254,94.71182647,mango
22.27953814,32.20930402,28.38697787,30.72648061,46.67769718,5.412139342,95.96976776,mango
16.1649376,24.85628428,34.07334898,30.76013697,46.90206788,4.809749994,94.31384519,mango
8.434861976,30.69933976,27.24550148,33.35115823,48.77942365,5.417316314,96.35207366,mango
22.51427899,32.61546912,30.67995746,32.95838901,52.46581647,5.359492235,97.58132316,mango
25.21027773,23.00807677,29.84506966,34.19090677,52.24219065,5.344392291,94.22799332,mango
11.32381731,33.83574412,29.09465222,30.29990748,51.87727657,5.336961417,96.24979723,mango
18.59543393,21.48379721,29.39816604,33.19669067,47.94392966,5.609960863,92.89838851,mango
23.79503923,27.25771534,28.53751904,32.43454579,52.17068779,6.092815854,95.64926841,mango
8.819103317,25.6230436,28.45371984,30.70811046,49.96300832,5.908147458,94.8277352,mango
24.671954,31.69168667,28.90975711,33.04685878,53.67350033,6.14687909,90.71605567,mango
10.56584662,29.5418627,30.01605224,28.79760057,54.00648132,5.475597668,97.17475427,mango
36.83215919,20.40275333,29.44589118,35.4252922,50.73613533,5.034537342,92.08837976,mango
29.94257462,27.61769547,26.33221284,31.32051057,48.44210323,5.585880381,95.17915589,mango
27.41304035,37.72582042,28.45621439,29.41230279,51.51683673,5.120920487,95.57101513,mango
12.08030687,25.56133692,28.16075464,28.11326366,48.76165508,5.834294164,98.21269082,mango
10.25065829,20.82926669,31.03546662,30.70583659,52.00463968,6.110865453,95.26224532,mango
22.21338451,24.68701301,29.50038353,30.96724187,52.80354682,5.560907987,93.82662159,mango
19.64865883,26.99723231,28.21517642,31.44202868,49.56420775,5.919111825,93.27907593,mango
4.412901743,33.73380116,28.54631408,31.23696495,49.07754389,5.324150065,92.5841342,mango
30.27522163,27.33156082,30.40304102,31.06617791,51.81407348,5.147066597,97.33482178,mango
19.8415865,30.0919972,29.49755981,28.33679705,48.1164844,5.822662537,95.14654259,mango
17.02665753,29.34889387,27.58837199,32.33556949,45.60889207,5.720869695,93.58796581,mango
10.07539489,21.23270843,28.92529043,35.09492347,52.98524582,6.170062944,92.50946083,mango
30.54237481,26.18289882,34.30864395,33.51960176,50.29271516,5.741639914,94.95683328,mango
30.59459405,23.20711934,32.75975681,31.23393144,52.93150307,5.703684117,95.72969687,mango
26.60142517,24.11423829,29.40722842,31.57656716,47.25908026,6.353631385,95.73687724,mango
21.47028721,31.52400778,30.09435625,34.64973887,51.81297026,5.941153137,95.1340096,mango
23.90149886,23.07326025,29.40845553,30.04193256,49.52729803,5.618961319,96.04595563,mango
23.28457656,25.76784994,28.54197889,28.36325117,52.31872887,4.913989277,97.23679312,mango
15.08574713,29.40630491,27.39506252,33.01658097,48.6897088,5.260769831,96.38540365,mango
25.00964957,26.07451686,33.97321745,29.98556846,52.21221792,6.113010454,96.97888965,mango
15.83915471,30.8146064,28.08966651,27.98094365,49.59204417,5.695552684,92.00443556,mango
14.86714987,22.60181153,29.22967333,28.68727915,51.23446419,5.657265154,93.47017148,mango
8.303582849,27.32077474,32.57342519,30.98833612,50.05659714,6.360133335,96.52856453,mango
26.87124078,37.71209912,31.98351331,31.48803067,47.35586491,5.741981855,92.68357265,mango
20.7951895,32.67185522,28.9374582,33.46498248,49.51500132,5.79745229,97.08669904,mango
14.35492193,22.74731095,28.88939172,31.06779024,50.38201047,5.217905111,95.66616223,mango
32.57064644,19.8146543,33.26765712,33.64091649,51.46951953,5.345281822,96.33889595,mango
11.9507218,26.60723374,25.3401917,30.04032327,50.33904314,5.851830012,99.45054987,mango
32.84467415,29.21332955,32.41502752,28.68256105,52.14956205,5.751628448,97.40246739,mango
29.31368699,20.90251099,29.6758517,32.55763302,51.99841163,6.418138162,97.47596678,mango
25.72881097,31.97819408,29.51162516,30.31264376,48.99852621,5.578297959,97.24640335,mango
29.34625623,15.2689087,29.02099532,31.38497089,50.70385079,5.63186406,94.69629145,mango
19.86315179,34.55005375,28.44327936,31.6390669,47.71980521,5.013576964,90.99178488,mango
28.85193385,22.04509038,30.07806622,33.31946765,49.16489002,5.242487918,92.80044584,mango
14.29512666,26.88513468,30.11776948,31.55076859,51.5618444,6.288321127,93.36202653,mango
21.72165053,32.59966342,28.31056602,32.70581819,48.18453807,4.980548732,92.27082221,mango
23.7415697,22.75081001,26.1317267,32.34843013,49.08486451,5.718248286,92.34947773,mango
13.68546169,31.51913888,28.31880885,29.07881926,51.65106235,6.090633835,97.41118148,mango
29.20480309,25.77285115,32.36335378,29.94498498,49.96820744,6.154416623,93.64409383,mango
21.50683193,26.4296246,27.06436246,34.2365283,51.35362026,5.834971551,99.08792642,mango
